id,key,value,type 
10602987,reviewed,no,tiger
10602996,highway,residential,regular
10602996,name,Sunburst Court,regular
10602996,cfcc,A41,tiger
10602996,county,"Stanislaus, CA",tiger
10602996,name_base,Sunburst,tiger
10602996,name_type,Ct,tiger
10602996,reviewed,no,tiger
10603007,highway,residential,regular
10603007,name,Roeding Road,regular
10603007,cfcc,A41,tiger
10603007,county,"Stanislaus, CA",tiger
10603007,name_base,Roeding,tiger
10603007,name_type,Rd,tiger
10603007,reviewed,no,tiger
10603015,highway,residential,regular
10603015,name,Vintner Lane,regular
10603015,cfcc,A41,tiger
10603015,county,"Stanislaus, CA",tiger
10603015,name_base,Vintner,tiger
10603015,name_type,Ln,tiger
10603015,reviewed,no,tiger
10603020,highway,residential,regular
10603020,name,Waterloo Court,regular
10603020,cfcc,A41,tiger
10603020,county,"Stanislaus, CA",tiger
10603020,name_base,Waterloo,tiger
10603020,name_type,Ct,tiger
10603020,reviewed,no,tiger
10603032,highway,residential,regular
10603032,name,Dano Court,regular
10603032,cfcc,A41,tiger
10603032,county,"Stanislaus, CA",tiger
10603032,name_base,Dano,tiger
10603032,name_type,Ct,tiger
10603032,reviewed,no,tiger
10603046,highway,residential,regular
10603046,name,Plumeria Court,regular
10603046,cfcc,A41,tiger
10603046,county,"Stanislaus, CA",tiger
10603046,name_base,Plumeria,tiger
10603046,name_type,Ct,tiger
10603046,reviewed,no,tiger
10603049,highway,residential,regular
10603049,name,Reliance Street,regular
10603049,cfcc,A41,tiger
10603049,county,"Stanislaus, CA",tiger
10603049,name_base,Reliance,tiger
10603049,name_type,St,tiger
10603049,reviewed,no,tiger
10603073,highway,residential,regular
10603073,name,Moffett Road,regular
10603073,cfcc,A41,tiger
10603073,county,"Stanislaus, CA",tiger
10603073,name_base,Moffett,tiger
10603073,name_type,Rd,tiger
10603073,reviewed,no,tiger
10603073,separated,no,tiger
10603073,source,tiger_import_dch_v0.6_20070809,tiger
10603073,tlid,102592181:102592182:102592184,tiger
10603073,upload_uuid,bulk_upload.pl-25b768ae-0d11-4367-8a41-48e7b63fa9d2,tiger
10603076,highway,residential,regular
10603076,name,Moffett Road,regular
10603076,cfcc,A41,tiger
10603076,county,"Stanislaus, CA",tiger
10603076,name_base,Moffett,tiger
10603076,name_type,Rd,tiger
10603076,reviewed,no,tiger
10603090,highway,residential,regular
10603090,name,Douglas Drive,regular
10603090,cfcc,A41,tiger
10603090,county,"Stanislaus, CA",tiger
10603090,name_base,Douglas,tiger
10603090,name_type,Dr,tiger
10603090,reviewed,no,tiger
10603093,highway,residential,regular
10603093,name,Tasha Drive,regular
10603093,cfcc,A41,tiger
10603093,county,"Stanislaus, CA",tiger
10603093,name_base,Tasha,tiger
10603093,name_type,Dr,tiger
10603093,reviewed,no,tiger
10603093,separated,no,tiger
10603093,source,tiger_import_dch_v0.6_20070809,tiger
10603093,tlid,102611624,tiger
10603106,highway,residential,regular
10603106,name,Butte Avenue,regular
10603106,cfcc,A41,tiger
10603106,county,"Stanislaus, CA",tiger
10603106,name_base,Butte,tiger
10603106,name_type,Ave,tiger
10603106,reviewed,no,tiger
10603136,highway,residential,regular
10603136,name,Stonehenge Way,regular
10603136,cfcc,A41,tiger
10603136,county,"Stanislaus, CA",tiger
10603136,name_base,Stonehenge,tiger
10603136,name_type,Way,tiger
10603136,reviewed,no,tiger
10603139,highway,residential,regular
10603139,name,Collins Road,regular
10603139,cfcc,A41,tiger
10603139,county,"Stanislaus, CA",tiger
10603139,name_base,Collins,tiger
10603139,name_type,Rd,tiger
10603139,reviewed,no,tiger
10603145,highway,residential,regular
10603145,name,Daisy Tree,regular
10603145,cfcc,A41,tiger
10603145,county,"Stanislaus, CA",tiger
10603145,name_base,Daisy Tree,tiger
10603145,reviewed,no,tiger
10603145,separated,no,tiger
10603145,source,tiger_import_dch_v0.6_20070809,tiger
10603145,tlid,102611581,tiger
10603145,upload_uuid,bulk_upload.pl-25b768ae-0d11-4367-8a41-48e7b63fa9d2,tiger
10603163,highway,residential,regular
10603163,name,Bernice Drive,regular
10603163,cfcc,A41,tiger
10603163,county,"Stanislaus, CA",tiger
10603163,name_base,Bernice,tiger
10603163,name_type,Dr,tiger
10603163,reviewed,no,tiger
10603201,highway,residential,regular
10603201,name,Truckee Way,regular
10603201,cfcc,A41,tiger
10603201,county,"Stanislaus, CA",tiger
10603201,name_base,Truckee,tiger
10603201,name_type,Way,tiger
10603201,reviewed,no,tiger
10603212,highway,residential,regular
10603212,name,Running Lane,regular
10603212,cfcc,A41,tiger
10603212,county,"Stanislaus, CA",tiger
10603212,name_base,Running,tiger
10603212,name_type,Ln,tiger
10603212,reviewed,no,tiger
10603220,highway,residential,regular
10603220,name,Shaker Heights Way,regular
10603220,cfcc,A41,tiger
10603220,county,"Stanislaus, CA",tiger
10603220,name_base,Shaker Heights,tiger
10603220,name_type,Way,tiger
10603220,reviewed,no,tiger
10603222,highway,residential,regular
10603222,name,Brisas Court,regular
10603222,cfcc,A41,tiger
10603222,county,"Stanislaus, CA",tiger
10603222,name_base,Brisas,tiger
10603222,name_type,Ct,tiger
10603222,reviewed,no,tiger
10603222,separated,no,tiger
10603222,source,tiger_import_dch_v0.6_20070809,tiger
10603222,tlid,102644223,tiger
10603249,highway,residential,regular
10603249,name,Herndon Road,regular
10603249,cfcc,A41,tiger
10603249,county,"Stanislaus, CA",tiger
10603249,name_base,Herndon,tiger
10603249,name_type,Rd,tiger
10603249,reviewed,no,tiger
10603250,highway,secondary,regular
10603250,name,Herndon Road,regular
10603250,cfcc,A41,tiger
10603250,county,"Stanislaus, CA",tiger
10603250,name_base,Herndon,tiger
10603250,name_type,Rd,tiger
10603250,reviewed,no,tiger
10603287,highway,residential,regular
10603287,name,Lawrence Street,regular
10603287,cfcc,A41,tiger
10603287,county,"Stanislaus, CA",tiger
10603287,name_base,Lawrence,tiger
10603287,name_type,St,tiger
10603287,reviewed,no,tiger
10603295,highway,residential,regular
10603295,name,Red Haven Lane,regular
10603295,cfcc,A41,tiger
10603295,county,"Stanislaus, CA",tiger
10603295,name_base,Red Haven,tiger
10603295,name_type,Ln,tiger
10603295,reviewed,no,tiger
10603328,highway,residential,regular
10603328,name,Babylon Avenue,regular
10603328,cfcc,A41,tiger
10603328,county,"Stanislaus, CA",tiger
10603328,name_base,Babylon,tiger
10603328,name_type,Ave,tiger
10603328,reviewed,no,tiger
10603329,highway,residential,regular
10603329,name,Babylon Avenue,regular
10603329,cfcc,A41,tiger
10603329,county,"Stanislaus, CA",tiger
10603329,name_base,Babylon,tiger
10603329,name_type,Ave,tiger
10603329,reviewed,no,tiger
10603330,highway,residential,regular
10603330,name,Babylon Avenue,regular
10603330,cfcc,A41,tiger
10603330,county,"Stanislaus, CA",tiger
10603330,name_base,Babylon,tiger
10603330,name_type,Ave,tiger
10603330,reviewed,no,tiger
10603330,separated,no,tiger
10603330,source,tiger_import_dch_v0.6_20070809,tiger
10603330,tlid,102592539,tiger
10603342,highway,residential,regular
10603342,name,Bollinger Court,regular
10603342,cfcc,A41,tiger
10603342,county,"Stanislaus, CA",tiger
10603342,name_base,Bollinger,tiger
10603342,name_type,Ct,tiger
10603342,reviewed,no,tiger
10603343,highway,residential,regular
10603343,name,Beachwood Drive,regular
10603343,cfcc,A41,tiger
10603343,county,"Stanislaus, CA",tiger
10603343,name_base,Beachwood,tiger
10603343,name_type,Dr,tiger
10603343,reviewed,no,tiger
10603353,highway,residential,regular
10603353,name,Glacier Avenue,regular
10603353,cfcc,A41,tiger
10603353,county,"Stanislaus, CA",tiger
10603353,name_base,Glacier,tiger
10603353,name_type,Ave,tiger
10603353,reviewed,no,tiger
10603355,highway,residential,regular
10603355,name,Las Vegas Street,regular
10603355,cfcc,A41,tiger
10603355,county,"Stanislaus, CA",tiger
10603355,name_base,Las Vegas,tiger
10603355,name_type,St,tiger
10603355,reviewed,no,tiger
10603356,highway,residential,regular
10603356,name,Giribaldi Court,regular
10603356,cfcc,A41,tiger
10603356,county,"Stanislaus, CA",tiger
10603356,name_base,Giribaldi,tiger
10603356,name_type,Ct,tiger
10603356,reviewed,no,tiger
10603356,separated,no,tiger
10603356,source,tiger_import_dch_v0.6_20070809,tiger
10603356,tlid,102644275,tiger
10603362,highway,residential,regular
10603362,name,Conrad Way,regular
10603362,cfcc,A41,tiger
10603362,county,"Stanislaus, CA",tiger
10603362,name_base,Conrad,tiger
10603362,name_type,Way,tiger
10603362,reviewed,no,tiger
10603373,highway,residential,regular
10603373,name,Doyle Avenue,regular
10603373,cfcc,A41,tiger
10603373,county,"Stanislaus, CA",tiger
10603373,name_base,Doyle,tiger
10603373,name_type,Ave,tiger
10603373,reviewed,no,tiger
10603396,highway,residential,regular
10603396,name,Chandra Court,regular
10603396,cfcc,A41,tiger
10603396,county,"Stanislaus, CA",tiger
10603396,name_base,Chandra,tiger
10603396,name_type,Ct,tiger
10603396,reviewed,no,tiger
10603431,highway,residential,regular
10603431,name,Alexis Avenue,regular
10603431,cfcc,A41,tiger
10603431,county,"Stanislaus, CA",tiger
10603431,name_base,Alexis,tiger
10603431,name_type,Ave,tiger
10603431,reviewed,no,tiger
10603431,separated,no,tiger
10603431,source,tiger_import_dch_v0.6_20070809,tiger
10603431,tlid,102644218:102644100:102643444,tiger
10603475,highway,residential,regular
10603475,name,Del Sol Court,regular
10603475,cfcc,A41,tiger
10603475,county,"Stanislaus, CA",tiger
10603475,name_base,Del Sol,tiger
10603475,name_type,Ct,tiger
10603475,reviewed,no,tiger
10603483,highway,residential,regular
10603483,name,Monticello Lane,regular
10603483,cfcc,A41,tiger
10603483,county,"Stanislaus, CA",tiger
10603483,name_base,Monticello,tiger
10603483,name_type,Ln,tiger
10603483,reviewed,no,tiger
10603483,separated,no,tiger
10603483,source,tiger_import_dch_v0.6_20070809,tiger
10603483,tlid,102641921:102643245:102643485,tiger
10603490,highway,residential,regular
10603490,name,Forest Lane,regular
10603490,cfcc,A41,tiger
10603490,county,"Stanislaus, CA",tiger
10603490,name_base,Forest,tiger
10603490,name_type,Ln,tiger
10603490,reviewed,no,tiger
10603498,highway,residential,regular
10603498,name,Willow Pond Court,regular
10603498,cfcc,A41,tiger
10603498,county,"Stanislaus, CA",tiger
10603498,name_base,Willow Pond,tiger
10603498,name_type,Ct,tiger
10603498,reviewed,no,tiger
10603510,highway,residential,regular
10603510,name,Danube Court,regular
10603510,cfcc,A41,tiger
10603510,county,"Stanislaus, CA",tiger
10603510,name_base,Danube,tiger
10603510,name_type,Ct,tiger
10603510,reviewed,no,tiger
10603540,highway,residential,regular
10603540,name,Dezzani Court,regular
10603540,cfcc,A41,tiger
10603540,county,"Stanislaus, CA",tiger
10603540,name_base,Dezzani,tiger
10603540,name_type,Ct,tiger
10603540,reviewed,no,tiger
10603616,highway,residential,regular
10603616,name,Nimo Court,regular
10603616,cfcc,A41,tiger
10603616,county,"Stanislaus, CA",tiger
10603616,name_base,Nimo,tiger
10603616,name_type,Ct,tiger
10603616,reviewed,no,tiger
10603624,highway,residential,regular
10603624,name,Glen Arbor Way,regular
10603624,cfcc,A41,tiger
10603624,county,"Stanislaus, CA",tiger
10603624,name_base,Glen Arbor,tiger
10603624,name_type,Way,tiger
10603624,reviewed,no,tiger
10603635,highway,residential,regular
10603635,name,Echo Park Court,regular
10603635,cfcc,A41,tiger
10603635,county,"Stanislaus, CA",tiger
10603635,name_base,Echo Park,tiger
10603635,name_type,Ct,tiger
10603635,reviewed,no,tiger
10603645,highway,residential,regular
10603645,name,Ustick Road,regular
10603645,cfcc,A41,tiger
10603645,county,"Stanislaus, CA",tiger
10603645,name_base,Ustick,tiger
10603645,name_type,Rd,tiger
10603645,reviewed,no,tiger
10603645,separated,no,tiger
10603645,source,tiger_import_dch_v0.6_20070809,tiger
10603645,tlid,102592885:102645870,tiger
10603646,highway,residential,regular
10603646,name,Ustick Road,regular
10603646,cfcc,A41,tiger
10603646,county,"Stanislaus, CA",tiger
10603646,name_base,Ustick,tiger
10603646,name_type,Rd,tiger
10603646,reviewed,no,tiger
10603687,highway,residential,regular
10603687,name,Mary Nell Drive,regular
10603687,name_1,Marynell Drive,regular
10603687,cfcc,A41,tiger
10603687,county,"Stanislaus, CA",tiger
10603687,name_base,Mary Nell,tiger
10603687,name_base_1,Marynell,tiger
10603687,name_type,Dr,tiger
10603687,name_type_1,Dr,tiger
10603687,reviewed,no,tiger
10603706,highway,residential,regular
10603706,name,Linda Way,regular
10603706,cfcc,A41,tiger
10603706,county,"Stanislaus, CA",tiger
10603706,name_base,Linda,tiger
10603706,name_type,Way,tiger
10603706,reviewed,no,tiger
10603711,highway,residential,regular
10603711,name,Stone Cress Court,regular
10603711,cfcc,A41,tiger
10603711,county,"Stanislaus, CA",tiger
10603711,name_base,Stone Cress,tiger
10603711,name_type,Ct,tiger
10603711,reviewed,no,tiger
10603727,highway,residential,regular
10603727,name,Salmon Creek Drive,regular
10603727,cfcc,A41,tiger
10603727,county,"Stanislaus, CA",tiger
10603727,name_base,Salmon Creek,tiger
10603727,name_type,Dr,tiger
10603727,reviewed,no,tiger
10603727,separated,no,tiger
10603727,source,tiger_import_dch_v0.6_20070809,tiger
10603727,tlid,102634893:102634894,tiger
10603746,highway,residential,regular
10603746,name,Markham Avenue,regular
10603746,cfcc,A41,tiger
10603746,county,"Stanislaus, CA",tiger
10603746,name_base,Markham,tiger
10603746,name_type,Ave,tiger
10603746,reviewed,no,tiger
10603794,highway,residential,regular
10603794,name,Alpine Avenue,regular
10603794,cfcc,A41,tiger
10603794,county,"Stanislaus, CA",tiger
10603794,name_base,Alpine,tiger
10603794,name_type,Ave,tiger
10603794,reviewed,no,tiger
10603795,highway,residential,regular
10603795,name,Alpine Avenue,regular
10603795,cfcc,A41,tiger
10603795,county,"Stanislaus, CA",tiger
10603795,name_base,Alpine,tiger
10603795,name_type,Ave,tiger
10603795,reviewed,no,tiger
10603795,separated,no,tiger
10603795,source,tiger_import_dch_v0.6_20070809,tiger
10603795,tlid,102641519:102591193,tiger
10603806,highway,residential,regular
10603806,name,Genevieve Way,regular
10603806,cfcc,A41,tiger
10603806,county,"Stanislaus, CA",tiger
10603806,name_base,Genevieve,tiger
10603806,name_type,Way,tiger
10603806,reviewed,no,tiger
10603824,highway,residential,regular
10603824,name,Los Palaros Avenue,regular
10603824,cfcc,A41,tiger
10603824,county,"Stanislaus, CA",tiger
10603824,name_base,Los Palaros,tiger
10603824,name_type,Ave,tiger
10603824,reviewed,no,tiger
10603824,separated,no,tiger
10603824,source,tiger_import_dch_v0.6_20070809,tiger
10603824,tlid,102644142,tiger
10603858,highway,residential,regular
10603858,name,Walnut Avenue,regular
10603858,cfcc,A41,tiger
10603858,county,"Stanislaus, CA",tiger
10603858,name_base,Walnut,tiger
10603858,name_type,Ave,tiger
10603858,reviewed,no,tiger
10603859,highway,residential,regular
10603859,name,Walnut Avenue,regular
10603859,cfcc,A41,tiger
10603859,county,"Stanislaus, CA",tiger
10603859,name_base,Walnut,tiger
10603859,name_type,Ave,tiger
10603859,reviewed,no,tiger
10603859,separated,no,tiger
10603859,source,tiger_import_dch_v0.6_20070809,tiger
10603859,tlid,102611006,tiger
10603897,highway,residential,regular
10603897,name,Pearson Avenue,regular
10603897,cfcc,A41,tiger
10603897,county,"Stanislaus, CA",tiger
10603897,name_base,Pearson,tiger
10603897,name_type,Ave,tiger
10603897,reviewed,no,tiger
10603905,highway,residential,regular
10603905,name,Rio Grande Avenue,regular
10603905,cfcc,A41,tiger
10603905,county,"Stanislaus, CA",tiger
10603905,name_base,Rio Grande,tiger
10603905,name_type,Ave,tiger
10603905,reviewed,no,tiger
10603944,highway,residential,regular
10603944,name,Nickerson Drive,regular
10603944,cfcc,A41,tiger
10603944,county,"Stanislaus, CA",tiger
10603944,name_base,Nickerson,tiger
10603944,name_type,Dr,tiger
10603944,reviewed,no,tiger
10604002,highway,residential,regular
10604002,name,Colusa Avenue,regular
10604002,cfcc,A41,tiger
10604002,county,"Stanislaus, CA",tiger
10604002,name_base,Colusa,tiger
10604002,name_type,Ave,tiger
10604002,reviewed,no,tiger
10604027,highway,residential,regular
10604027,name,Richard Way,regular
10604027,cfcc,A41,tiger
10604027,county,"Stanislaus, CA",tiger
10604027,name_base,Richard,tiger
10604027,name_type,Way,tiger
10604027,reviewed,no,tiger
10604033,highway,residential,regular
10604033,name,Alondra Drive,regular
10604033,cfcc,A41,tiger
10604033,county,"Stanislaus, CA",tiger
10604033,name_base,Alondra,tiger
10604033,name_type,Dr,tiger
10604033,reviewed,no,tiger
10604033,separated,no,tiger
10604033,source,tiger_import_dch_v0.6_20070809,tiger
10604033,tlid,102644217:102644269,tiger
10604045,highway,residential,regular
10604045,name,Inland Court,regular
10604045,cfcc,A41,tiger
10604045,county,"Stanislaus, CA",tiger
10604045,name_base,Inland,tiger
10604045,name_type,Ct,tiger
10604045,reviewed,no,tiger
10604060,highway,residential,regular
10604060,name,Harvestwood Circle,regular
10604060,cfcc,A41,tiger
10604060,county,"Stanislaus, CA",tiger
10604060,name_base,Harvestwood,tiger
10604060,name_type,Cir,tiger
10604060,reviewed,no,tiger
10604065,highway,residential,regular
10604065,name,Gobel Way,regular
10604065,cfcc,A41,tiger
10604065,county,"Stanislaus, CA",tiger
10604065,name_base,Gobel,tiger
10604065,name_type,Way,tiger
10604065,reviewed,no,tiger
10604091,highway,residential,regular
10604091,name,Aristocrat Drive,regular
10604091,cfcc,A41,tiger
10604091,county,"Stanislaus, CA",tiger
10604091,name_base,Aristocrat,tiger
10604091,name_type,Dr,tiger
10604091,reviewed,no,tiger
10604098,highway,residential,regular
10604098,name,Saint Theresa Way,regular
10604098,cfcc,A41,tiger
10604098,county,"Stanislaus, CA",tiger
10604098,name_base,St Theresa,tiger
10604098,name_type,Way,tiger
10604098,reviewed,no,tiger
10604098,separated,no,tiger
10604098,source,tiger_import_dch_v0.6_20070809,tiger
10604098,tlid,102643244,tiger
10604099,highway,residential,regular
10604099,name,Mount Hood Court,regular
10604099,cfcc,A41,tiger
10604099,county,"Stanislaus, CA",tiger
10604099,name_base,Mount Hood,tiger
10604099,name_type,Ct,tiger
10604099,reviewed,no,tiger
10604111,highway,residential,regular
10604111,name,Watson Avenue,regular
10604111,cfcc,A41,tiger
10604111,county,"Stanislaus, CA",tiger
10604111,name_base,Watson,tiger
10604111,name_type,Ave,tiger
10604111,reviewed,no,tiger
10604112,highway,residential,regular
10604112,name,Portugal Drive,regular
10604112,cfcc,A41,tiger
10604112,county,"Stanislaus, CA",tiger
10604112,name_base,Portugal,tiger
10604112,name_type,Dr,tiger
10604112,reviewed,no,tiger
10604116,highway,residential,regular
10604116,name,Park Street,regular
10604116,cfcc,A41,tiger
10604116,county,"Stanislaus, CA",tiger
10604116,name_base,Park,tiger
10604116,name_type,St,tiger
10604116,reviewed,no,tiger
10604116,separated,no,tiger
10604116,source,tiger_import_dch_v0.6_20070809,tiger
10604116,tlid,102636024,tiger
10604122,highway,residential,regular
10604122,name,San Mateo Way,regular
10604122,cfcc,A41,tiger
10604122,county,"Stanislaus, CA",tiger
10604122,name_base,San Mateo,tiger
10604122,name_type,Way,tiger
10604122,reviewed,no,tiger
10604122,separated,no,tiger
10604122,source,tiger_import_dch_v0.6_20070809,tiger
10604122,tlid,102643487:102644129,tiger
10604122,upload_uuid,bulk_upload.pl-25b768ae-0d11-4367-8a41-48e7b63fa9d2,tiger
10604132,highway,residential,regular
10604132,name,Inglenook Drive,regular
10604132,cfcc,A41,tiger
10604132,county,"Stanislaus, CA",tiger
10604132,name_base,Inglenook,tiger
10604132,name_type,Dr,tiger
10604132,reviewed,no,tiger
10604146,highway,residential,regular
10604146,name,Ron Court,regular
10604146,cfcc,A41,tiger
10604146,county,"Stanislaus, CA",tiger
10604146,name_base,Ron,tiger
10604146,name_type,Ct,tiger
10604146,reviewed,no,tiger
10604156,highway,residential,regular
10604156,name,Royal Ann Drive,regular
10604156,cfcc,A41,tiger
10604156,county,"Stanislaus, CA",tiger
10604156,name_base,Royal Ann,tiger
10604156,name_type,Dr,tiger
10604156,reviewed,no,tiger
10604173,highway,residential,regular
10604173,name,Denver Street,regular
10604173,cfcc,A41,tiger
10604173,county,"Stanislaus, CA",tiger
10604173,name_base,Denver,tiger
10604173,name_type,St,tiger
10604173,reviewed,no,tiger
10604193,highway,residential,regular
10604193,name,Joel Way,regular
10604193,cfcc,A41,tiger
10604193,county,"Stanislaus, CA",tiger
10604193,name_base,Joel,tiger
10604193,name_type,Way,tiger
10604193,reviewed,no,tiger
10604210,highway,residential,regular
10604210,name,Ploutz Road,regular
10604210,cfcc,A41,tiger
10604210,county,"Stanislaus, CA",tiger
10604210,name_base,Ploutz,tiger
10604210,name_type,Rd,tiger
10604210,reviewed,no,tiger
10604222,highway,residential,regular
10604222,name,Salmon Creek Court,regular
10604222,cfcc,A41,tiger
10604222,county,"Stanislaus, CA",tiger
10604222,name_base,Salmon Creek,tiger
10604222,name_type,Ct,tiger
10604222,reviewed,no,tiger
10604241,highway,tertiary,regular
10604241,name,East Service Road,regular
10604241,cfcc,A41,tiger
10604241,county,"Stanislaus, CA",tiger
10604241,name_direction_prefix,E,tiger
10604241,name_type,Service Road,tiger
10604241,reviewed,no,tiger
10604255,highway,residential,regular
10604255,name,Angelo Way,regular
10604255,cfcc,A41,tiger
10604255,county,"Stanislaus, CA",tiger
10604255,name_base,Angelo,tiger
10604255,name_type,Way,tiger
10604255,reviewed,no,tiger
10604265,highway,service,regular
10604265,name,Harold Street,regular
10604265,cfcc,A73,tiger
10604265,county,"Stanislaus, CA",tiger
10604265,name_base,Harold,tiger
10604265,name_type,St,tiger
10604265,reviewed,no,tiger
10604265,source,tiger_import_dch_v0.6_20070809,tiger
10604265,tlid,102628314,tiger
10604369,highway,residential,regular
10604369,name,Posho Avenue,regular
10604369,cfcc,A41,tiger
10604369,county,"Stanislaus, CA",tiger
10604369,name_base,Posho,tiger
10604369,name_type,Ave,tiger
10604369,reviewed,no,tiger
10604369,separated,no,tiger
10604369,source,tiger_import_dch_v0.6_20070809,tiger
10604369,tlid,102618669,tiger
10604396,highway,residential,regular
10604396,name,Cancimilla Court,regular
10604396,cfcc,A41,tiger
10604396,county,"Stanislaus, CA",tiger
10604396,name_base,Cancimilla,tiger
10604396,name_type,Ct,tiger
10604396,reviewed,no,tiger
10604406,highway,residential,regular
10604406,name,Larrynell Drive,regular
10604406,cfcc,A41,tiger
10604406,county,"Stanislaus, CA",tiger
10604406,name_base,Larrynell,tiger
10604406,name_type,Dr,tiger
10604406,reviewed,no,tiger
10604407,highway,residential,regular
10604407,name,Mawana Court,regular
10604407,cfcc,A41,tiger
10604407,county,"Stanislaus, CA",tiger
10604407,name_base,Mawana,tiger
10604407,name_type,Ct,tiger
10604407,reviewed,no,tiger
10604434,highway,residential,regular
10604434,name,Keating Court,regular
10604434,cfcc,A41,tiger
10604434,county,"Stanislaus, CA",tiger
10604434,name_base,Keating,tiger
10604434,name_type,Ct,tiger
10604434,reviewed,no,tiger
10604499,highway,residential,regular
10604499,name,Cedarvale Drive,regular
10604499,cfcc,A41,tiger
10604499,county,"Stanislaus, CA",tiger
10604499,name_base,Cedarvale,tiger
10604499,name_type,Dr,tiger
10604499,reviewed,no,tiger
10604499,separated,no,tiger
10604499,source,tiger_import_dch_v0.6_20070809,tiger
10604499,tlid,102591918,tiger
10604506,highway,residential,regular
10604506,name,Tomba Drive,regular
10604506,cfcc,A41,tiger
10604506,county,"Stanislaus, CA",tiger
10604506,name_base,Tomba,tiger
10604506,name_type,Dr,tiger
10604506,reviewed,no,tiger
10604545,highway,residential,regular
10604545,name,Seattle Street,regular
10604545,cfcc,A41,tiger
10604545,county,"Stanislaus, CA",tiger
10604545,name_base,Seattle,tiger
10604545,name_type,St,tiger
10604545,reviewed,no,tiger
10604547,highway,residential,regular
10604547,name,Seattle Street,regular
10604547,cfcc,A41,tiger
10604547,county,"Stanislaus, CA",tiger
10604547,name_base,Seattle,tiger
10604547,name_type,St,tiger
10604547,reviewed,no,tiger
10604549,highway,residential,regular
10604549,name,El Sereno Street,regular
10604549,cfcc,A41,tiger
10604549,county,"Stanislaus, CA",tiger
10604549,name_base,El Sereno,tiger
10604549,name_type,St,tiger
10604549,reviewed,no,tiger
10604550,highway,residential,regular
10604550,name,El Sereno Street,regular
10604550,cfcc,A41,tiger
10604550,county,"Stanislaus, CA",tiger
10604550,name_base,El Sereno,tiger
10604550,name_type,St,tiger
10604550,reviewed,no,tiger
10604550,separated,no,tiger
10604550,source,tiger_import_dch_v0.6_20070809,tiger
10604550,tlid,102644125,tiger
10604556,highway,residential,regular
10604556,name,Lynell Court,regular
10604556,name_1,Lynell Avenue,regular
10604556,cfcc,A41,tiger
10604556,county,"Stanislaus, CA",tiger
10604556,name_base,Lynell,tiger
10604556,name_base_1,Lynell,tiger
10604556,name_type,Ct,tiger
10604556,name_type_1,Ave,tiger
10604556,reviewed,no,tiger
10604557,highway,residential,regular
10604557,name,Lynell Court,regular
10604557,name_1,Lynell Avenue,regular
10604557,cfcc,A41,tiger
10604557,county,"Stanislaus, CA",tiger
10604557,name_base,Lynell,tiger
10604557,name_base_1,Lynell,tiger
10604557,name_type,Ct,tiger
10604557,name_type_1,Ave,tiger
10604557,reviewed,no,tiger
10604597,highway,residential,regular
10604597,name,Mauna Kea Drive,regular
10604597,cfcc,A41,tiger
10604597,county,"Stanislaus, CA",tiger
10604597,name_base,Mauna Kea,tiger
10604597,name_type,Dr,tiger
10604597,reviewed,no,tiger
10604618,highway,residential,regular
10604618,name,Karen Nell Court,regular
10604618,name_1,Karenell Court,regular
10604618,cfcc,A41,tiger
10604618,county,"Stanislaus, CA",tiger
10604618,name_base,Karen Nell,tiger
10604618,name_base_1,Karenell,tiger
10604618,name_type,Ct,tiger
10604618,name_type_1,Ct,tiger
10604618,reviewed,no,tiger
10604638,highway,residential,regular
10604638,name,Pompeii Lane,regular
10604638,cfcc,A41,tiger
10604638,county,"Stanislaus, CA",tiger
10604638,name_base,Pompeii,tiger
10604638,name_type,Ln,tiger
10604638,reviewed,no,tiger
10604652,highway,residential,regular
10604652,name,Dirk Court,regular
10604652,cfcc,A41,tiger
10604652,county,"Stanislaus, CA",tiger
10604652,name_base,Dirk,tiger
10604652,name_type,Ct,tiger
10604652,reviewed,no,tiger
10604682,highway,residential,regular
10604682,name,Agresti Drive,regular
10604682,cfcc,A41,tiger
10604682,county,"Stanislaus, CA",tiger
10604682,name_base,Agresti,tiger
10604682,name_type,Dr,tiger
10604682,reviewed,no,tiger
10604682,separated,no,tiger
10604682,source,tiger_import_dch_v0.6_20070809,tiger
10604682,tlid,102634819:102634823,tiger
10604685,highway,residential,regular
10604685,name,Fiesta Way,regular
10604685,cfcc,A41,tiger
10604685,county,"Stanislaus, CA",tiger
10604685,name_base,Fiesta,tiger
10604685,name_type,Way,tiger
10604685,reviewed,no,tiger
10604693,highway,residential,regular
10604693,name,Joppa Lane,regular
10604693,cfcc,A41,tiger
10604693,county,"Stanislaus, CA",tiger
10604693,name_base,Joppa,tiger
10604693,name_type,Ln,tiger
10604693,reviewed,no,tiger
10604721,highway,residential,regular
10604721,name,Belva Court,regular
10604721,cfcc,A41,tiger
10604721,county,"Stanislaus, CA",tiger
10604721,name_base,Belva,tiger
10604721,name_type,Ct,tiger
10604721,reviewed,no,tiger
10604727,highway,residential,regular
10604727,name,Cassie Lane,regular
10604727,cfcc,A41,tiger
10604727,county,"Stanislaus, CA",tiger
10604727,name_base,Cassie,tiger
10604727,name_type,Ln,tiger
10604727,reviewed,no,tiger
10604773,highway,residential,regular
10604773,name,Jardin Way,regular
10604773,cfcc,A41,tiger
10604773,county,"Stanislaus, CA",tiger
10604773,name_base,Jardin,tiger
10604773,name_type,Way,tiger
